Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
422,Journal of the International AIDS Society,"2,080",6.256,0.011290
423,Redox Biology,"1,507",6.235,0.005370
424,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,"5,984",6.234,0.009160
424,CURRENT OPINION IN MICROBIOLOGY,"8,257",6.234,0.020860
426,ACADEMY OF MANAGEMENT JOURNAL,"25,339",6.233,0.027850
427,GASTROINTESTINAL ENDOSCOPY,"21,830",6.217,0.033530
428,Polymer Reviews,"1,479",6.216,0.002370
429,DIABETOLOGIA,"27,066",6.206,0.053160
430,CARBON,"52,895",6.198,0.080080
430,DIABETES OBESITY & METABOLISM,"6,909",6.198,0.022440
432,JOURNAL OF ECOLOGY,"16,192",6.180,0.027180
433,PLANT CELL AND ENVIRONMENT,"18,106",6.169,0.023580
434,EUROPEAN JOURNAL OF CANCER,"25,368",6.163,0.053450
435,NEW ASTRONOMY REVIEWS,922,6.154,0.002000
436,Global Change Biology Bioenergy,"2,053",6.151,0.006760
437,Advances in Experimental Social Psychology,"3,880",6.150,0.003430
438,CHEST,"44,914",6.136,0.071510
439,Soft Robotics,150,6.130,0.001280
440,ACTA PSYCHIATRICA SCANDINAVICA,"12,243",6.128,0.012260
440,ACTA PSYCHIATRICA SCANDINAVICA,"12,243",6.128,0.012260
442,Reviews in Mineralogy & Geochemistry,"4,306",6.120,0.005720
443,Cochrane Database of Systematic Reviews,"47,899",6.103,0.158360
443,Mucosal Immunology,"3,672",6.103,0.016650
445,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,"1,672",6.094,0.002230
446,PLANT BIOTECHNOLOGY JOURNAL,"4,740",6.090,0.010850
447,International Journal of Neural Systems,"1,235",6.085,0.002470
448,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,"31,757",6.077,0.061200
449,ACS Synthetic Biology,"1,508",6.076,0.006990
450,EPIDEMIOLOGY,"10,988",6.075,0.024310
450,EPIDEMIOLOGY,"10,988",6.075,0.024310
452,NEUROPSYCHOLOGY REVIEW,"2,314",6.061,0.004760
452,NEUROPSYCHOLOGY REVIEW,"2,314",6.061,0.004760
454,MRS BULLETIN,"6,620",6.060,0.016580
455,DEVELOPMENT,"52,227",6.059,0.098280
456,CEPHALALGIA,"7,906",6.052,0.011870
457,JOURNAL OF MANAGEMENT,"12,419",6.051,0.021450
458,BASIC RESEARCH IN CARDIOLOGY,"3,856",6.038,0.010530
459,JOURNAL OF HIGH ENERGY PHYSICS,"71,007",6.023,0.171780
460,MOVEMENT DISORDERS,"19,896",6.010,0.040140
461,Arthritis & Rheumatology,"2,586",6.009,0.009810
462,Acta Biomaterialia,"20,966",6.008,0.053810
463,Advanced Science,255,6.000,0.000210
464,GLIA,"11,548",5.997,0.020500
465,CANCER LETTERS,"23,851",5.992,0.037570
466,WATER RESEARCH,"61,285",5.991,0.078040
467,HUMAN MOLECULAR GENETICS,"37,772",5.985,0.095240
468,Eurosurveillance,"6,729",5.983,0.026090
469,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,"32,993",5.969,0.056960
470,Nature Reviews Urology,"1,844",5.957,0.008290
471,BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,"2,488",5.952,0.001960
472,SURFACE SCIENCE REPORTS,"4,266",5.950,0.003880
473,MOLECULAR ECOLOGY,"33,290",5.947,0.064180
474,ENVIRONMENTAL MICROBIOLOGY,"17,757",5.932,0.040900
475,ENVIRONMENT INTERNATIONAL,"13,997",5.929,0.023810
476,JOURNAL OF NEUROSCIENCE,"172,201",5.924,0.352200
477,MAYO CLINIC PROCEEDINGS,"10,745",5.920,0.021150
478,MOLECULAR & CELLULAR PROTEOMICS,"16,551",5.912,0.052550
479,ASTROPHYSICAL JOURNAL,"202,826",5.909,0.426030
480,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,"7,999",5.908,0.009080
481,STEM CELLS,"20,716",5.902,0.040440
482,Environmental Science-Nano,351,5.896,0.001000
483,Molecular Cancer,"8,038",5.888,0.021960
484,ANALYTICAL CHEMISTRY,"113,519",5.886,0.158800
485,REMOTE SENSING OF ENVIRONMENT,"36,252",5.881,0.044920
486,BRAIN BEHAVIOR AND IMMUNITY,"9,464",5.874,0.023970
487,JOURNAL OF NUCLEAR MEDICINE,"22,728",5.849,0.038680
488,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"34,017",5.847,0.078760
489,Genome Medicine,"2,048",5.846,0.010960
490,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"7,915",5.840,0.023340
491,SEPARATION AND PURIFICATION REVIEWS,444,5.824,0.000650
492,BRITISH JOURNAL OF HAEMATOLOGY,"22,562",5.812,0.042970
493,Brain Structure & Function,"3,534",5.811,0.015030
494,STROKE,"57,427",5.787,0.097720
495,CURRENT OPINION IN GENETICS & DEVELOPMENT,"7,617",5.784,0.021890
495,FREE RADICAL BIOLOGY AND MEDICINE,"35,011",5.784,0.047700
497,CHEMISTRY & BIOLOGY,"11,614",5.774,0.028130
498,CHEMISTRY-A EUROPEAN JOURNAL,"85,791",5.771,0.198040
498,Circulation-Cardiovascular Imaging,"3,562",5.771,0.018570
500,ACS Macro Letters,"5,075",5.766,0.020260
500,BIOINFORMATICS,"72,448",5.766,0.184410
502,AGING CELL,"6,101",5.760,0.020820
502,Advanced Healthcare Materials,"3,173",5.760,0.011330
504,Lancet Psychiatry,459,5.756,0.001510
504,Lancet Psychiatry,459,5.756,0.001510
506,JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,"3,592",5.752,0.011980
507,APPLIED ENERGY,"30,986",5.746,0.076510
508,PERSOONIA,"1,003",5.725,0.002600
509,ALTEX-Alternatives to Animal Experimentation,964,5.712,0.001880
510,EXPERT REVIEWS IN MOLECULAR MEDICINE,"1,638",5.710,0.003680
511,Circulation-Cardiovascular Interventions,"3,183",5.706,0.017360
512,Frontiers in Immunology,"8,542",5.695,0.040300
513,CELLULAR AND MOLECULAR LIFE SCIENCES,"20,290",5.694,0.043880
514,HEART,"15,254",5.693,0.037480
515,CONTACT DERMATITIS,"5,514",5.692,0.005510
516,EDUCATIONAL PSYCHOLOGIST,"3,402",5.688,0.004010
517,Polymer Chemistry,"14,308",5.687,0.041860
518,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"9,357",5.679,0.025270
518,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"9,357",5.679,0.025270
520,JOURNAL OF EXPERIMENTAL BOTANY,"35,498",5.677,0.056600
521,Nanomedicine-Nanotechnology Biology and Medicine,"6,594",5.671,0.015400
522,AMERICAN JOURNAL OF TRANSPLANTATION,"18,568",5.669,0.048990
523,SEMINARS IN LIVER DISEASE,"3,787",5.667,0.007620
524,JAMA Surgery,"1,938",5.661,0.012400
525,OBSTETRICS AND GYNECOLOGY,"28,520",5.656,0.052410
526,JOURNAL OF MEDICAL GENETICS,"11,468",5.650,0.023850
527,CANCER,"62,200",5.649,0.088180
528,ENDOSCOPY,"9,964",5.634,0.017980
528,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,"18,922",5.634,0.060710
530,PROCEEDINGS OF THE IEEE,"21,036",5.629,0.039780
531,DRUG DISCOVERY TODAY,"10,783",5.625,0.020110
532,INTERNATIONAL JOURNAL OF PLASTICITY,"8,723",5.623,0.017490
533,JOURNAL OF BONE AND MINERAL RESEARCH,"23,684",5.622,0.041540
534,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,"21,849",5.621,0.034140
535,Earths Future,304,5.620,0.002780
536,BRITISH JOURNAL OF ANAESTHESIA,"16,065",5.616,0.026930
537,Epilepsy Currents,571,5.615,0.001590
538,AMERICAN JOURNAL OF MEDICINE,"22,561",5.610,0.026800
539,BRITISH JOURNAL OF SURGERY,"21,016",5.596,0.037110
540,NUTRITION REVIEWS,"6,445",5.591,0.010810
541,JOURNAL OF MEDICINAL CHEMISTRY,"64,326",5.589,0.087800
542,CLINICAL AND EXPERIMENTAL ALLERGY,"10,350",5.587,0.015870
543,LAB ON A CHIP,"23,910",5.586,0.055990
544,BIOMACROMOLECULES,"32,282",5.583,0.052460
545,MOLECULAR CANCER THERAPEUTICS,"17,626",5.579,0.039070
545,SPORTS MEDICINE,"9,630",5.579,0.013340
547,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,"2,690",5.570,0.005510
547,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,"2,690",5.570,0.005510
549,BRITISH JOURNAL OF CANCER,"43,597",5.569,0.079170
550,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,"15,844",5.565,0.042080
551,JOURNAL OF MEMBRANE SCIENCE,"50,458",5.557,0.061210
551,PAIN,"32,930",5.557,0.046470
553,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,"1,027",5.556,0.001490
554,ANESTHESIOLOGY,"24,371",5.555,0.033720
555,MACROMOLECULES,"100,687",5.554,0.107850
556,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,"1,473",5.552,0.002540
557,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,"7,845",5.545,0.017590
558,JOURNAL OF ABNORMAL PSYCHOLOGY,"14,875",5.538,0.017020
558,QUARTERLY JOURNAL OF ECONOMICS,"19,063",5.538,0.052580
558,Translational Psychiatry,"2,862",5.538,0.013750
561,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,"11,996",5.537,0.026190
562,INTERNATIONAL JOURNAL OF CANCER,"48,130",5.531,0.081430
562,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,"72,547",5.531,0.115460
564,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,"7,099",5.492,0.009030
565,PSYCHOLOGICAL MEDICINE,"20,304",5.491,0.036550
565,PSYCHOLOGICAL MEDICINE,"20,304",5.491,0.036550
567,Astrophysical Journal Letters,"46,151",5.487,0.139080
568,MODERN PATHOLOGY,"11,971",5.485,0.026160
569,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,"13,696",5.476,0.021550
569,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,"13,696",5.476,0.021550
569,PSYCHOLOGICAL SCIENCE,"24,376",5.476,0.065480
572,PLANT JOURNAL,"38,050",5.468,0.054650
573,CARDIOVASCULAR RESEARCH,"21,734",5.465,0.034500
574,NEUROIMAGE,"79,475",5.463,0.179770
575,AMERICAN PSYCHOLOGIST,"19,264",5.454,0.011890
576,Expert Opinion on Drug Delivery,"4,762",5.434,0.009950
577,Journal of Allergy and Clinical Immunology-In Practice,"1,062",5.429,0.004450
578,CRITICAL REVIEWS IN TOXICOLOGY,"3,529",5.422,0.005040
579,Virulence,"1,822",5.418,0.008200
580,Advances In Atomic Molecular and Optical Physics,778,5.417,0.001400
581,RESUSCITATION,"13,081",5.414,0.030010
582,JOURNAL OF CLINICAL PSYCHIATRY,"18,062",5.408,0.023120
582,JOURNAL OF CLINICAL PSYCHIATRY,"18,062",5.408,0.023120
584,ACS Photonics,"1,364",5.404,0.006070
585,MOLECULAR NEUROBIOLOGY,"5,142",5.397,0.013310
586,ENVIRONMENTAL SCIENCE & TECHNOLOGY,"127,061",5.393,0.202320
587,MIS QUARTERLY,"11,320",5.384,0.011360
587,MIS QUARTERLY,"11,320",5.384,0.011360
589,Cell Death & Disease,"8,527",5.378,0.035690
590,Biochimica et Biophysica Acta-Gene Regulatory Mechanisms,"5,997",5.373,0.019990
591,CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,"1,178",5.367,0.000700
591,Molecular Oncology,"3,036",5.367,0.010280
593,Molecular Metabolism,836,5.363,0.004440
594,Advanced Optical Materials,"1,903",5.359,0.007320
595,ECOGRAPHY,"8,258",5.355,0.019140
596,INTERNATIONAL JOURNAL OF OBESITY,"20,220",5.337,0.033110
597,CURRENT OPINION IN LIPIDOLOGY,"3,953",5.336,0.008130
598,Reviews of Physiology Biochemistry and Pharmacology,738,5.333,0.000550
599,ADMINISTRATIVE SCIENCE QUARTERLY,"13,725",5.316,0.007800
599,CANCER AND METASTASIS REVIEWS,"5,420",5.316,0.008100
599,IUCrJ,442,5.316,0.002090
602,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,"2,031",5.313,0.004920
602,Current Opinion in Virology,"2,264",5.313,0.013290
604,CHEMICAL ENGINEERING JOURNAL,"45,630",5.310,0.090640
605,Economic Systems Research,905,5.306,0.002250
606,IEEE Industrial Electronics Magazine,518,5.303,0.002640
607,Journal of Chemical Theory and Computation,"20,778",5.301,0.063380
608,FASEB JOURNAL,"41,645",5.299,0.064270
609,Molecular Ecology Resources,"7,420",5.298,0.024500
610,BULLETIN OF THE WORLD HEALTH ORGANIZATION,"13,261",5.296,0.020200
611,JOURNAL OF FINANCE,"24,013",5.290,0.052990
612,COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,"1,935",5.288,0.003670
613,Catalysis Science & Technology,"8,223",5.287,0.023670
614,ACS Sustainable Chemistry & Engineering,"3,261",5.267,0.008540
614,DNA RESEARCH,"2,601",5.267,0.004530
616,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,"2,882",5.261,0.003810
617,BRITISH JOURNAL OF PHARMACOLOGY,"30,418",5.259,0.045140
618,BRAIN PATHOLOGY,"4,403",5.256,0.008770
619,THROMBOSIS AND HAEMOSTASIS,"16,829",5.255,0.031310
620,ACM COMPUTING SURVEYS,"4,150",5.243,0.008250
621,STRUCTURE,"13,559",5.237,0.042980
622,REVIEW OF EDUCATIONAL RESEARCH,"5,236",5.235,0.004860
623,HEALTH AFFAIRS,"12,859",5.230,0.057240
623,HEALTH AFFAIRS,"12,859",5.230,0.057240
625,Scientific Reports,"46,918",5.228,0.208940
626,Physics of the Dark Universe,382,5.222,0.002490
627,Frontiers in Cellular and Infection Microbiology,"2,187",5.218,0.010420
627,JOURNAL OF MEMORY AND LANGUAGE,"7,601",5.218,0.009760
627,JOURNAL OF MEMORY AND LANGUAGE,"7,601",5.218,0.009760
630,Annual Review of Chemical and Biomolecular Engineering,954,5.211,0.004620
630,BREAST CANCER RESEARCH,"9,664",5.211,0.026970
632,FUNCTIONAL ECOLOGY,"12,037",5.210,0.021980
633,Optica,676,5.205,0.003070
634,Advances in Nutrition,"2,001",5.201,0.009030
634,JOURNAL OF MOLECULAR DIAGNOSTICS,"3,042",5.201,0.008820
636,Alzheimers Research & Therapy,"1,164",5.197,0.005370
637,JOURNAL OF APPLIED ECOLOGY,"15,208",5.196,0.026040
637,PEDIATRICS,"67,178",5.196,0.126150
639,Cellular & Molecular Immunology,"2,228",5.193,0.006490
640,ASTRONOMY & ASTROPHYSICS,"107,162",5.185,0.240190
641,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,"6,674",5.181,0.022080
642,Annual Review of Environment and Resources,"2,539",5.167,0.005320
642,Annual Review of Environment and Resources,"2,539",5.167,0.005320
644,EXPERIMENTAL AND MOLECULAR MEDICINE,"2,629",5.164,0.005540
645,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,"38,618",5.163,0.050860
646,PROGRESS IN HUMAN GEOGRAPHY,"4,360",5.162,0.010030
647,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,"9,295",5.158,0.025310
648,CORROSION SCIENCE,"29,458",5.154,0.033790
648,Frontiers in Molecular Neuroscience,"1,592",5.154,0.007820
650,NEUROBIOLOGY OF AGING,"19,205",5.153,0.045730
651,TRENDS IN FOOD SCIENCE & TECHNOLOGY,"8,522",5.150,0.008770
652,HUMAN GENETICS,"8,823",5.138,0.017720
653,EUROPEAN JOURNAL OF HEART FAILURE,"7,971",5.135,0.022760
654,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,"11,947",5.128,0.033630
655,IEEE COMMUNICATIONS MAGAZINE,"9,568",5.125,0.040450
655,WILDLIFE MONOGRAPHS,745,5.125,0.000510
657,Journal of the American Heart Association,"3,580",5.117,0.019890
658,ATMOSPHERIC CHEMISTRY AND PHYSICS,"34,330",5.114,0.098180
659,CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,"3,241",5.111,0.005870
660,Social Cognitive and Affective Neuroscience,"4,695",5.101,0.018340
660,Social Cognitive and Affective Neuroscience,"4,695",5.101,0.018340
662,JAMA Dermatology,"1,524",5.097,0.007550
663,BIOCHEMICAL PHARMACOLOGY,"27,031",5.091,0.035010
664,ACS Chemical Biology,"7,546",5.090,0.033820
665,HUMAN MUTATION,"12,008",5.089,0.033840
666,REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,"1,509",5.088,0.003560
667,ANNALS OF FAMILY MEDICINE,"3,879",5.087,0.011570
668,BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,"11,633",5.083,0.025600
669,BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM,"3,317",5.070,0.007700
670,Journal of Materials Chemistry C,"12,788",5.066,0.036730
671,JOURNAL OF HYPERTENSION,"15,665",5.062,0.027550
672,ACTA MATERIALIA,"48,615",5.058,0.091640
673,Molecular Therapy-Nucleic Acids,"1,057",5.048,0.004810
674,Journal of Thoracic Oncology,"10,099",5.040,0.034840
675,CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,"5,457",5.039,0.010810
676,AMERICAN JOURNAL OF EPIDEMIOLOGY,"35,170",5.036,0.050860
677,Oncogenesis,586,5.021,0.002930
678,CLINICAL SCIENCE,"9,009",5.016,0.012440
679,JOURNAL OF ECONOMIC PERSPECTIVES,"8,096",5.012,0.023350
680,ANNALS OF EMERGENCY MEDICINE,"11,152",5.008,0.018560
680,Oncotarget,"10,452",5.008,0.030880
682,DEPRESSION AND ANXIETY,"6,362",5.004,0.017530
682,DEPRESSION AND ANXIETY,"6,362",5.004,0.017530
684,AMERICAN JOURNAL OF HEMATOLOGY,"7,830",5.000,0.018950
684,CONTEMPORARY PHYSICS,"1,196",5.000,0.001810
684,PSYCHOLOGICAL METHODS,"8,435",5.000,0.013930
684,QUARTERLY REVIEW OF BIOLOGY,"3,473",5.000,0.002720
688,BMJ Quality & Safety,"2,572",4.996,0.013900
688,BMJ Quality & Safety,"2,572",4.996,0.013900
690,Forensic Science International-Genetics,"3,424",4.988,0.005660
691,JOURNAL OF IMMUNOLOGY,"127,089",4.985,0.204030
692,INTEGRATED COMPUTER-AIDED ENGINEERING,533,4.981,0.001240
693,ADDICTION,"16,558",4.972,0.031340
693,ADDICTION,"16,558",4.972,0.031340
695,HUMAN BRAIN MAPPING,"17,184",4.962,0.040350
696,Molecular Autism,847,4.961,0.004500
697,JOURNAL OF CLEANER PRODUCTION,"19,373",4.959,0.027880
698,IEEE TRANSACTIONS ON POWER ELECTRONICS,"20,855",4.953,0.047210
699,CLADISTICS,"3,562",4.952,0.004330
699,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,"120,400",4.952,0.302830
701,AMERICAN JOURNAL OF SURGICAL PATHOLOGY,"18,591",4.951,0.026090
702,CRITICAL CARE,"16,428",4.950,0.045790
703,PERIODONTOLOGY 2000,"3,376",4.949,0.004410
704,STANFORD LAW REVIEW,"3,033",4.944,0.003830
705,IEEE Transactions on Cybernetics,"2,246",4.943,0.010200
706,Crime and Justice-A Review of Research,"1,173",4.941,0.001010
707,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,"9,305",4.938,0.019960
708,NEUROPHARMACOLOGY,"17,341",4.936,0.039300
709,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,"16,233",4.929,0.030330
710,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,"25,252",4.919,0.053590
711,BIORESOURCE TECHNOLOGY,"77,360",4.917,0.133500
712,EUROPEAN PHYSICAL JOURNAL C,"14,691",4.912,0.047730
713,CNS DRUGS,"3,755",4.910,0.008140
714,ANTIVIRAL RESEARCH,"6,984",4.909,0.018080
715,Cryosphere,"3,126",4.906,0.018920
715,Journal of Clinical Lipidology,"1,521",4.906,0.005670
717,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,"2,321",4.903,0.004950
718,Lancet Haematology,150,4.889,0.000320
718,Nanomedicine,"5,376",4.889,0.013360
720,INVESTIGATIVE RADIOLOGY,"6,024",4.887,0.011910
721,DRUGS,"9,141",4.883,0.013810
722,BIPOLAR DISORDERS,"5,191",4.882,0.009570
723,CARCINOGENESIS,"21,823",4.874,0.033710
723,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,"12,870",4.874,0.027910
725,Epigenetics & Chromatin,736,4.873,0.004490
726,Journal of Materials Chemistry B,"8,585",4.872,0.023020
727,Cold Spring Harbor Perspectives in Medicine,"3,307",4.866,0.020110
728,BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS,"10,533",4.864,0.024120
729,NEUROBIOLOGY OF DISEASE,"13,718",4.856,0.033810
730,JOURNAL OF MOLECULAR MEDICINE-JMM,"6,229",4.855,0.012340
731,IEEE Transactions on Neural Networks and Learning Systems,"12,919",4.854,0.022450
731,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,"1,890",4.854,0.003870
733,JOURNAL OF CLIMATE,"38,821",4.850,0.088510
734,CANCER IMMUNOLOGY IMMUNOTHERAPY,"6,470",4.846,0.014510
735,DRUG DELIVERY,"1,702",4.843,0.002640
736,ENVIRONMENTAL POLLUTION,"29,301",4.839,0.043830
736,Environmental Science & Technology Letters,493,4.839,0.002370
738,JOURNAL OF HAZARDOUS MATERIALS,"69,992",4.836,0.097150
739,MICROCHIMICA ACTA,"6,764",4.831,0.009200
740,Advances in Parasitology,"1,761",4.829,0.002800
740,CLINICAL PHARMACOKINETICS,"6,640",4.829,0.008080
742,JOURNAL OF ANIMAL ECOLOGY,"14,050",4.827,0.021600
743,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"41,127",4.823,0.093280
744,Open Biology,"1,098",4.822,0.007480
745,INORGANIC CHEMISTRY,"94,152",4.820,0.115320
746,RADIOTHERAPY AND ONCOLOGY,"14,095",4.817,0.032880
747,PHARMACOLOGICAL RESEARCH,"6,725",4.816,0.011000
748,CRITICAL REVIEWS IN PLANT SCIENCES,"2,790",4.810,0.002920
749,ELECTROCHIMICA ACTA,"76,922",4.803,0.111580
750,ENERGY CONVERSION AND MANAGEMENT,"25,161",4.801,0.033620
751,DEVELOPMENTAL REVIEW,"2,217",4.800,0.003230
752,EXPERT OPINION ON THERAPEUTIC TARGETS,"3,836",4.798,0.009830
753,Journal of Stroke,244,4.795,0.000990
754,Brain Stimulation,"2,918",4.793,0.009070
754,SLEEP,"16,906",4.793,0.026010
756,ONCOLOGIST,"8,960",4.789,0.023240
757,PHYSICS LETTERS B,"59,456",4.787,0.095490
758,JOURNAL OF ORGANIC CHEMISTRY,"103,378",4.785,0.102530
759,Applied Mechanics Reviews,"2,862",4.784,0.002190
760,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,"7,572",4.779,0.018360
761,CRIMINOLOGY,"4,878",4.778,0.006360
762,JOURNAL OF INFORMATION TECHNOLOGY,"1,695",4.775,0.002680
762,JOURNAL OF INFORMATION TECHNOLOGY,"1,695",4.775,0.002680
764,Epigenetics,"4,496",4.774,0.017890
765,CURRENT OPINION IN PHARMACOLOGY,"5,792",4.769,0.012650
765,Reviews in Aquaculture,455,4.769,0.001470
767,Journal of CO2 Utilization,394,4.764,0.001200
768,SENSORS AND ACTUATORS B-CHEMICAL,"47,812",4.758,0.064830
769,Advances in Cancer Research,"2,001",4.754,0.003370
770,PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,758,4.750,0.000420
771,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,"59,445",4.736,0.040440
772,ECOLOGY,"55,531",4.733,0.055190
773,SOLAR ENERGY MATERIALS AND SOLAR CELLS,"25,597",4.732,0.042750
774,JOURNAL OF PHYSIOLOGY-LONDON,"47,457",4.731,0.053030
775,Emotion Review,"1,245",4.730,0.006490
776,ORGANIZATIONAL RESEARCH METHODS,"3,508",4.727,0.007400
777,BIOESSAYS,"8,919",4.725,0.017960
778,ChemCatChem,"8,880",4.724,0.028540
779,MOLECULAR CARCINOGENESIS,"4,340",4.722,0.007570
780,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,"12,944",4.721,0.016630
781,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,"21,775",4.713,0.019170
782,ANALYTICA CHIMICA ACTA,"44,430",4.712,0.050960
783,Wiley Interdisciplinary Reviews-Developmental Biology,622,4.711,0.003150
784,Journal of Tissue Engineering and Regenerative Medicine,"2,862",4.710,0.007260
785,CLIMATE DYNAMICS,"13,642",4.708,0.051000
785,IEEE Transactions on Industrial Informatics,"3,779",4.708,0.016350
787,EPILEPSIA,"22,884",4.706,0.041230
787,JOURNAL OF CELL SCIENCE,"41,574",4.706,0.083310
789,PSYCHONEUROENDOCRINOLOGY,"13,117",4.704,0.027600
790,JOURNAL OF CLINICAL EPIDEMIOLOGY,"20,734",4.703,0.034490
790,PROCEEDINGS OF THE NUTRITION SOCIETY,"4,754",4.703,0.006210
792,Biofabrication,"1,216",4.702,0.003810
793,JOURNAL OF UROLOGY,"46,087",4.700,0.060370
794,Algal Research-Biomass Biofuels and Bioproducts,"1,012",4.694,0.003370
795,DIABETES & METABOLISM,"3,255",4.693,0.005890
795,Organic Chemistry Frontiers,"1,115",4.693,0.003600
797,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,"35,156",4.681,0.049200
798,Current Topics in Developmental Biology,"2,514",4.677,0.007810
799,Neurotherapeutics,"2,820",4.676,0.008680
800,Multiple Sclerosis Journal,"8,850",4.671,0.021480
801,JOURNAL OF NUTRITIONAL BIOCHEMISTRY,"7,814",4.668,0.014730
802,Journal of Neuroinflammation,"6,293",4.667,0.020510
803,Current Opinion in Environmental Sustainability,"2,113",4.658,0.009800
804,Clinical Journal of the American Society of Nephrology,"11,902",4.657,0.039920
804,EXPERIMENTAL NEUROLOGY,"18,603",4.657,0.028980
806,CELLULAR PHYSIOLOGY AND BIOCHEMISTRY,"6,152",4.652,0.012220
807,GENETICS,"40,796",4.644,0.052920
808,INTERNATIONAL JOURNAL OF CARDIOLOGY,"20,926",4.638,0.057180
808,MACROMOLECULAR RAPID COMMUNICATIONS,"13,139",4.638,0.021860
810,PROGRESS IN CARDIOVASCULAR DISEASES,"2,769",4.635,0.006430
811,STATISTICAL METHODS IN MEDICAL RESEARCH,"2,703",4.634,0.007400
812,ENVIRONMENTAL REVIEWS,"1,225",4.630,0.002960
813,EXPERT OPINION ON THERAPEUTIC PATENTS,"2,456",4.626,0.006710
814,HUMAN REPRODUCTION,"27,872",4.621,0.041840
815,APPLIED SPECTROSCOPY REVIEWS,"1,341",4.617,0.001830
815,ASTRONOMICAL JOURNAL,"34,055",4.617,0.062910
817,CURRENT OPINION IN ONCOLOGY,"2,912",4.614,0.007800
