JournalTitle,MedAbbr,NlmId,ImpactFactor
Drug and chemical toxicology,Drug Chem Toxicol,7801723,1.653
Transport in porous media,Transp Porous Media,101639666,1.653
Journal of public health policy,J Public Health Policy,8006508,1.652
Philosophy & public affairs,Philos Public Aff,100971762,1.652
Journal of neurosurgical sciences,J Neurosurg Sci,0432557,1.651
Inverse problems,Inverse Probl,101189510,1.651
Revista de psiquiatria y salud mental,Rev Psiquiatr Salud Ment,101528851,1.65
International journal of primatology,Int J Primatol,8007862,1.649
Journal of food science,J Food Sci,0014052,1.649
Journal of thoracic disease,J Thorac Dis,101533916,1.649
Acta paediatrica,Acta Paediatr,0000213,1.647
European review of social psychology,Eur Rev Soc Psychol,9885968,1.647
Chronic respiratory disease,Chron Respir Dis,101197408,1.646
Journal of interprofessional care,J Interprof Care,9205811,1.645
Quarterly journal of political science,Quart J Polit Sci,101514202,1.645
Alpine botany,Alp Bot,101617839,1.645
Journal of occupational rehabilitation,J Occup Rehabil,9202814,1.644
Physiological research,Physiol Res,9112413,1.643
Journal of learning disabilities,J Learn Disabil,0157312,1.643
BMC veterinary research,BMC Vet Res,101249759,1.643
BMC family practice,BMC Fam Pract,100967792,1.641
Policy sciences,Policy Sci,100972851,1.641
International journal of remote sensing,Int J Remote Sens,9878707,1.64
Orthodontics & craniofacial research,Orthod Craniofac Res,101144387,1.64
BioData mining,BioData Min,101319161,1.64
Biotechnology letters,Biotechnol Lett,8008051,1.639
Research in nursing & health,Res Nurs Health,7806136,1.638
Cytogenetic and genome research,Cytogenet Genome Res,101142708,1.638
Journal of musculoskeletal & neuronal interactions,J Musculoskelet Neuronal Interact,101084496,1.638
Journal of experimental education,J Exp Educ,0014051,1.638
Postgraduate medical journal,Postgrad Med J,0234135,1.633
Environmental monitoring and assessment,Environ Monit Assess,8508350,1.633
American journal of industrial medicine,Am J Ind Med,8101110,1.632
Journal of cardiopulmonary rehabilitation and prevention,J Cardiopulm Rehabil Prev,101291247,1.632
Journal of microencapsulation,J Microencapsul,8500513,1.631
Transactions of the Royal Society of Tropical Medicine and Hygiene,Trans R Soc Trop Med Hyg,7506129,1.631
Learning and individual differences,Learn Individ Differ,101137100,1.631
Photomedicine and laser surgery,Photomed Laser Surg,101222340,1.631
Expert review of pharmacoeconomics & outcomes research,Expert Rev Pharmacoecon Outcomes Res,101132257,1.631
Environmental progress & sustainable energy,Environ Prog Sustain Energy,101509608,1.631
Journal of helminthology,J Helminthol,2985115R,1.63
Journal of regional science,J Reg Sci,101084386,1.63
Soft computing,Soft comput,101633884,1.63
Behavioural neurology,Behav Neurol,8914585,1.629
Population health management,Popul Health Manag,101481266,1.629
Phycologia,Phycologia,0046550,1.628
Australian and New Zealand journal of public health,Aust N Z J Public Health,9611095,1.628
Research on language and social interaction,Res Lang Soc Interact,101628536,1.628
Journal of occupational and environmental medicine,J Occup Environ Med,9504688,1.627
Cell biochemistry and biophysics,Cell Biochem Biophys,9701934,1.627
Neural computation,Neural Comput,9426182,1.626
International journal of forecasting,Int J Forecast,101084857,1.626
Progress in tumor research,Prog Tumor Res,101630076,1.625
Neurosurgery clinics of North America,Neurosurg Clin N Am,9008004,1.624
Seminars in pediatric surgery,Semin Pediatr Surg,9216162,1.624
Experimental parasitology,Exp Parasitol,0370713,1.623
Journal of arid environments,J Arid Environ,9878290,1.623
Journal of thermal biology,J Therm Biol,7600115,1.621
International health,Int Health,101517095,1.621
Journal of biomedical semantics,J Biomed Semantics,101531992,1.62
Clinical obstetrics and gynecology,Clin Obstet Gynecol,0070014,1.619
Medical engineering & physics,Med Eng Phys,9422753,1.619
Euphytica: Netherlands journal of plant breeding,Euphytica,101091496,1.618
Robotics and autonomous systems,Rob Auton Syst,100971588,1.618
Acta neurochirurgica,Acta Neurochir (Wien),0151000,1.617
Immunopharmacology and immunotoxicology,Immunopharmacol Immunotoxicol,8800150,1.617
International journal of mineral processing,Int J Miner Process,101690496,1.617
Fordham law review,Fordham Law Rev,9891707,1.615
Italian journal of pediatrics,Ital J Pediatr,101510759,1.614
Journal of the Air & Waste Management Association,J Air Waste Manage Assoc,9002202,1.613
Domestic animal endocrinology,Domest Anim Endocrinol,8505191,1.613
Psychiatrische Praxis,Psychiatr Prax,0423204,1.612
Journal of sport rehabilitation,J Sport Rehabil,9206500,1.612
Motivation and emotion,Motiv Emot,7702681,1.612
Biological cybernetics,Biol Cybern,7502533,1.611
Journal of econometrics,J Econom,101085117,1.611
International journal of behavioral development,Int J Behav Dev,7804126,1.61
Policing & society,Policing Soc,101633454,1.61
Journal of economic entomology,J Econ Entomol,2985127R,1.609
Journal of food protection,J Food Prot,7703944,1.609
Population and environment,Popul Environ,8006980,1.609
European journal of oral sciences,Eur J Oral Sci,9504563,1.607
Applied biochemistry and biotechnology,Appl Biochem Biotechnol,8208561,1.606
BMC health services research,BMC Health Serv Res,101088677,1.606
BMC urology,BMC Urol,100968571,1.606
Human movement science,Hum Mov Sci,8300127,1.606
Journal of pediatric and adolescent gynecology,J Pediatr Adolesc Gynecol,9610774,1.605
Food biophysics,Food Biophys,101290394,1.605
Human & experimental toxicology,Hum Exp Toxicol,9004560,1.604
Biological research for nursing,Biol Res Nurs,9815758,1.604
Human ecology,Hum Ecol,0252510,1.604
Archives of environmental & occupational health,Arch Environ Occup Health,101282564,1.603
Journal of pharmaceutical innovation,J Pharm Innov,101392207,1.603
Journal of fluorescence,J Fluoresc,9201341,1.601
Panminerva medica,Panminerva Med,0421110,1.6
Seminars in cutaneous medicine and surgery,Semin Cutan Med Surg,9617260,1.6
BMC international health and human rights,BMC Int Health Hum Rights,101088678,1.6
Applied optics,Appl Opt,0247660,1.598
Austral ecology,Austral Ecol,101313377,1.598
Current urology reports,Curr Urol Rep,100900943,1.597
Scandinavian actuarial journal,Scand Actuar J,101086294,1.596
Journal of rehabilitation medicine,J Rehabil Med,101088169,1.595
Standards in genomic sciences,Stand Genomic Sci,101530505,1.594
Journal of molecular spectroscopy,J Mol Spectrosc,2985089R,1.593
Neuro-Signals,Neurosignals,101134359,1.593
Minnesota law review,Minn Law Rev,100971884,1.592
Korean journal of radiology,Korean J Radiol,100956096,1.592
IEEE transactions on dependable and secure computing,IEEE Trans Dependable Secure Comput,101231284,1.592
Nurse education today,Nurse Educ Today,8511379,1.591
Child and adolescent psychiatric clinics of North America,Child Adolesc Psychiatr Clin N Am,9313451,1.59
Flora,Flora,101288335,1.59
Industrial relations,Ind Relat (Berkeley),101569972,1.59
Palaios,Palaios,100971394,1.589
Cellular and molecular bioengineering,Cell Mol Bioeng,101468590,1.589
Infrared physics & technology,Infrared Phys Technol,101610606,1.588
Current opinion in otolaryngology & head and neck surgery,Curr Opin Otolaryngol Head Neck Surg,9417024,1.586
Pattern recognition letters,Pattern Recognit Lett,9879988,1.586
Journal of basic microbiology,J Basic Microbiol,8503885,1.585
Topics in stroke rehabilitation,Top Stroke Rehabil,9439750,1.585
Physics and chemistry of minerals,Phys Chem Miner,101662894,1.585
Bioelectromagnetics,Bioelectromagnetics,8008281,1.583
Journal of computer and system sciences,J Comput Syst Sci,9881153,1.583
International journal of environmental health research,Int J Environ Health Res,9106628,1.582
Sex roles,Sex Roles,7511805,1.582
International journal of clinical and experimental pathology,Int J Clin Exp Pathol,101480565,1.581
Chinese medicine,Chin Med,101265109,1.58
Letters in applied microbiology,Lett Appl Microbiol,8510094,1.579
Journal of materials research,J Mater Res,100971400,1.579
Journal of interpersonal violence,J Interpers Violence,8700910,1.579
Journal of immigrant and minority health,J Immigr Minor Health,101256527,1.579
Health informatics journal,Health Informatics J,100883604,1.578
Developmental neurorehabilitation,Dev Neurorehabil,101304394,1.578
Epidemics,Epidemics,101484711,1.578
Physiological measurement,Physiol Meas,9306921,1.576
Recent patents on nanotechnology,Recent Pat Nanotechnol,101291922,1.576
European review for medical and pharmacological sciences,Eur Rev Med Pharmacol Sci,9717360,1.575
Psychological services,Psychol Serv,101214316,1.575
Biological & pharmaceutical bulletin,Biol Pharm Bull,9311984,1.574
Metals,Metals (Basel),101599172,1.574
Journal of motor behavior,J Mot Behav,0236512,1.573
Mycological progress,Mycol Prog,101136371,1.572
Ophthalmic epidemiology,Ophthalmic Epidemiol,9435674,1.571
Geographical analysis,Geogr Anal,100967562,1.571
Cognitive development,Cogn Dev,8611882,1.571
Annals of human biology,Ann Hum Biol,0404024,1.57
Primary care diabetes,Prim Care Diabetes,101463825,1.57
Experiments in fluids,Exp Fluids,101515895,1.57
Molecular informatics,Mol Inform,101529315,1.57
Information and software technology,Inf Softw Technol,9886168,1.569
Veterinary dermatology,Vet Dermatol,9426187,1.568
Journal of bioactive and compatible polymers,J Bioact Compat Polym,8710961,1.568
Journal of community & applied social psychology,J Community Appl Soc Psychol,9112936,1.568
Journal of visceral surgery,J Visc Surg,101532664,1.568
Journal of clinical research in pediatric endocrinology,J Clin Res Pediatr Endocrinol,101519456,1.568
Second language research,Second Lang Res,101617035,1.568
EPJ data science,EPJ Data Sci,101686785,1.567
Public health,Public Health,0376507,1.566
Pharmaceutical development and technology,Pharm Dev Technol,9610932,1.566
Molecular and cellular probes,Mol Cell Probes,8709751,1.565
Biological procedures online,Biol Proced Online,100963717,1.565
Journal of real-time image processing,J Real Time Image Process,101685471,1.564
International journal of oral and maxillofacial surgery,Int J Oral Maxillofac Surg,8605826,1.563
Acta physiologiae plantarum,Acta Physiol Plant,101148937,1.563
Arthropod structure & development,Arthropod Struct Dev,100972232,1.563
Current HIV research,Curr HIV Res,101156990,1.562
Journal of electron spectroscopy and related phenomena,J Electron Spectros Relat Phenomena,9884114,1.561
Molecular medicine reports,Mol Med Rep,101475259,1.559
Journal of anthropological archaeology,J Anthropol Archaeol,101634454,1.559
Journal of mammalogy,J Mammal,2985081R,1.558
Photosynthetica,Photosynthetica,0260622,1.558
Chronic diseases and injuries in Canada,Chronic Dis Inj Can,101556266,1.558
Vacuum,Vacuum,21440110R,1.558
Neuroimaging clinics of North America,Neuroimaging Clin N Am,9211377,1.557
Health & social care in the community,Health Soc Care Community,9306359,1.557
International journal of integrated care,Int J Integr Care,101214424,1.557
Food security,Food Secur,101660498,1.557
Scandinavian journal of primary health care,Scand J Prim Health Care,8510679,1.556
Neuropathology : official journal of the Japanese Society of Neuropathology,Neuropathology,9606526,1.556
Calculus of variations and partial differential equations,Calc Var Partial Differ Equ,101528586,1.555
International journal of occupational and environmental health,Int J Occup Environ Health,9505217,1.554
Coronary artery disease,Coron Artery Dis,9011445,1.553
Laboratory animals,Lab Anim,0112725,1.553
BMC biophysics,BMC Biophys,101555455,1.552
Multivariate behavioral research,Multivariate Behav Res,0046052,1.551
Journal of deaf studies and deaf education,J Deaf Stud Deaf Educ,9889915,1.551
Chemistry letters,Chem Lett,0320606,1.55
Crop science,Crop Sci,100955697,1.55
Journal of atmospheric chemistry,J Atmos Chem,9883689,1.55
Hereditary cancer in clinical practice,Hered Cancer Clin Pract,101231179,1.55
Journal of seismology,J Seismol,101697605,1.55
Journal of clinical laboratory analysis,J Clin Lab Anal,8801384,1.549
Swiss medical weekly,Swiss Med Wkly,100970884,1.549
Food and agricultural immunology,Food Agric Immunol,8918113,1.548
Autonomous robots,Auton Robots,101148936,1.547
Hamostaseologie,Hamostaseologie,8204531,1.547
Thoracic surgery clinics,Thorac Surg Clin,101198195,1.547
Journal of biological regulators and homeostatic agents,J Biol Regul Homeost Agents,8809253,1.546
Spinal cord,Spinal Cord,9609749,1.546
Statistics and its interface,Stat Interface,101471232,1.546
Pharmaceutical biology,Pharm Biol,9812552,1.546
Intellectual and developmental disabilities,Intellect Dev Disabil,101299965,1.545
Transportation,Transportation (Amst),101536081,1.545
Journal of positive behavior interventions,J Posit Behav Interv,9815762,1.545
Journal of agricultural economics,J Agric Econ,101702672,1.545
Food and nutrition bulletin,Food Nutr Bull,7906418,1.543
Breeding science,Breed Sci,9888571,1.543
International journal of cosmetic science,Int J Cosmet Sci,8007161,1.542
Journal of obsessive-compulsive and related disorders,J Obsessive Compuls Relat Disord,101580381,1.542
IET nanobiotechnology,IET Nanobiotechnol,101303205,1.541
Housing policy debate,Hous Policy Debate,101592307,1.54
Human heredity,Hum Hered,0200525,1.539
Rehabilitation psychology,Rehabil Psychol,0365337,1.539
Scientia horticulturae,Sci Hortic (Amsterdam),9882883,1.538
Odontology,Odontology,101134822,1.538
Journal of statistical physics,J Stat Phys,101493698,1.537
Journal of radiation research,J Radiat Res,0376611,1.536
International journal of plant sciences,Int J Plant Sci,9886579,1.536
Archives of physiology and biochemistry,Arch Physiol Biochem,9510153,1.536
Harvard civil rights-civil liberties law review,Harv Civ Rights-Civil Lib Law Rev,100972211,1.536
Journal of ethnic and migration studies,J Ethn Migr Stud,101085207,1.536
Theoretical criminology,Theor Criminol,101697590,1.536
Annals of plastic surgery,Ann Plast Surg,7805336,1.535
Journal of the American Psychiatric Nurses Association,J Am Psychiatr Nurses Assoc,9507418,1.535
Public health genomics,Public Health Genomics,101474167,1.535
Pharmacology,Pharmacology,0152016,1.533
Statistics in medicine,Stat Med,8215016,1.533
Journal of stored products research,J Stored Prod Res,0144220,1.533
Bioscience trends,Biosci Trends,101502754,1.533
World journal of microbiology & biotechnology,World J Microbiol Biotechnol,9012472,1.532
International affairs,Int Aff,100968191,1.532
Journal of labelled compounds & radiopharmaceuticals,J Labelled Comp Radiopharm,7610510,1.532
Enfermedades infecciosas y microbiologia clinica,Enferm Infecc Microbiol Clin,9104081,1.53
Physiological entomology,Physiol Entomol,7610589,1.53
Integrated environmental assessment and management,Integr Environ Assess Manag,101234521,1.53
Journal of visual communication and image representation,J Vis Commun Image Represent,9422637,1.53
Journal of hydrologic engineering,J Hydrol Eng,101602527,1.53
Crystallography reviews,Crystallogr Rev,101637353,1.529
Journal of educational measurement,J Educ Meas,9886967,1.528
Skeletal radiology,Skeletal Radiol,7701953,1.527
Internal medicine journal,Intern Med J,101092952,1.526
Clinics in geriatric medicine,Clin Geriatr Med,8603766,1.525
Pediatric radiology,Pediatr Radiol,0365332,1.525
High altitude medicine & biology,High Alt Med Biol,100901183,1.525
Social science computer review,Soc Sci Comput Rev,9883393,1.525
Earth science informatics,Earth Sci Inform,101620055,1.524
Journal of international money and finance,J Int Money Finance,101668728,1.524
Health & social work,Health Soc Work,7611528,1.523
Onkologie,Onkologie,7808556,1.522
Strain,Strain,101518671,1.522
Transport policy,Transp Policy (Oxf),101670168,1.522
Computers in biology and medicine,Comput Biol Med,1250250,1.521
Journal of morphology,J Morphol,0406125,1.521
Biomedical signal processing and control,Biomed Signal Process Control,101317299,1.521
European physical journal plus,Eur Phys J Plus,101673272,1.521
Canadian journal of zoology,Can J Zool,0372716,1.52
School psychology review,School Psych Rev,9887369,1.52
Journal of cardiothoracic and vascular anesthesia,J Cardiothorac Vasc Anesth,9110208,1.519
Current microbiology,Curr Microbiol,7808448,1.519
MEDICC review,MEDICC Rev,100964771,1.519
Comparative cytogenetics,Comp Cytogenet,101503807,1.519
Weed research,Weed Res,9883039,1.517
Health care management review,Health Care Manage Rev,7611530,1.515
Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift fur Augenheilkunde,Ophthalmologica,0054655,1.515
Environment and urbanization,Environ Urban,101085110,1.515
Infant behavior & development,Infant Behav Dev,7806016,1.515
Journal of physical organic chemistry,J Phys Org Chem,9883685,1.515
Journal of sex & marital therapy,J Sex Marital Ther,7502387,1.514
Journal of field ornithology,J Field Ornithol,101471463,1.514
Viral immunology,Viral Immunol,8801552,1.513
Zoologischer Anzeiger,Zool Anz,0031351,1.512
Ethics,Ethics,9884529,1.511
Polymer-plastics technology and engineering,Polym Plast Technol Eng,101512826,1.511
Aquaculture nutrition,Aquac Nutr,101630630,1.511
Japanese journal of ophthalmology,Jpn J Ophthalmol,0044652,1.51
SIAM journal on applied mathematics,SIAM J Appl Math,9884244,1.51
Gaceta sanitaria,Gac Sanit,8901623,1.509
Paediatrics & child health,Paediatr Child Health,9815960,1.509
Journal of applied biomedicine,J Appl Biomed,101221755,1.509
Journal of virological methods,J Virol Methods,8005839,1.508
Marketing letters,Mark Lett,101550905,1.508
Political communication,Polit Commun,101664691,1.508
Molecular cytogenetics,Mol Cytogenet,101317942,1.506
Forbes,Forbes,9877777,1.505
Research in veterinary science,Res Vet Sci,0401300,1.504
Journal of safety research,J Safety Res,1264241,1.504
Acta palaeontologica Polonica,Acta Palaeontol Pol,100971352,1.503
Animal health research reviews,Anim Health Res Rev,101083072,1.5
Biodemography and social biology,Biodemography Soc Biol,101500303,1.5
Psychiatry investigation,Psychiatry Investig,101242994,1.5
Data & knowledge engineering,Data Knowl Eng,101550897,1.5
Personal and ubiquitous computing,Pers Ubiquitous Comput,101628392,1.498
Nutricion hospitalaria,Nutr Hosp,9100365,1.497
Archives of orthopaedic and trauma surgery,Arch Orthop Trauma Surg,9011043,1.496
Acta neurologica Belgica,Acta Neurol Belg,0247035,1.495
Bio Systems,Biosystems,0430773,1.495
Pediatric exercise science,Pediatr Exerc Sci,8909729,1.495
European journal of plant pathology,Eur J Plant Pathol,100955210,1.494
Current infectious disease reports,Curr Infect Dis Rep,100888983,1.493
The aging male : the official journal of the International Society for the Study of the Aging Male,Aging Male,9808210,1.493
Neural computing & applications,Neural Comput Appl,9313239,1.492
Acta protozoologica,Acta Protozool,7501062,1.491
Plant biotechnology reports,Plant Biotechnol Rep,101501730,1.49
Plant ecology,Plant Ecol,101587173,1.49
Bioinorganic chemistry and applications,Bioinorg Chem Appl,101200445,1.488
Journal of nanophotonics,J Nanophotonics,101480222,1.488
Journal of nutrigenetics and nutrigenomics,J Nutrigenet Nutrigenomics,101299758,1.488
Pathogens and global health,Pathog Glob Health,101583421,1.486
Educational and psychological measurement,Educ Psychol Meas,0372767,1.485
Veterinary anaesthesia and analgesia,Vet Anaesth Analg,100956422,1.485
Journal of banking & finance,J Bank Financ,101607287,1.485
Croatian medical journal,Croat Med J,9424324,1.483
Oncology letters,Oncol Lett,101531236,1.482
Simulation modelling practice and theory,Simul Model Pract Theory,101299771,1.482
Applied psychophysiology and biofeedback,Appl Psychophysiol Biofeedback,9712383,1.481
Applied cognitive psychology,Appl Cogn Psychol,8712204,1.481
Environmental engineering science,Environ Eng Sci,9891639,1.481
Journal of foot and ankle research,J Foot Ankle Res,101471610,1.481
Optics communications,Opt Commun,9876434,1.48
Journal of paediatrics and child health,J Paediatr Child Health,9005421,1.477
Endocrine research,Endocr Res,8408548,1.476
Journal of community health,J Community Health,7600747,1.476
International journal of human-computer studies,Int J Hum Comput Stud,9888279,1.476
Toxicology mechanisms and methods,Toxicol Mech Methods,101134521,1.476
Pharmacopsychiatry,Pharmacopsychiatry,8402938,1.474
Lethaia,Lethaia,100971402,1.473
Journal of sol-gel science and technology,J Solgel Sci Technol,101607247,1.473
Medical molecular morphology,Med Mol Morphol,101239023,1.471
Journal of computer assisted tomography,J Comput Assist Tomogr,7703942,1.47
International journal of immunopathology and pharmacology,Int J Immunopathol Pharmacol,8911335,1.47
Cancer imaging : the official publication of the International Cancer Imaging Society,Cancer Imaging,101172931,1.47
European journal of ageing,Eur J Ageing,101233661,1.47
Nursing ethics,Nurs Ethics,9433357,1.469
Transactions of the American Fisheries Society,Trans Am Fish Soc,7506101,1.469
BMC surgery,BMC Surg,100968567,1.469
International journal of applied mechanics,Int J Appl Mech,101575131,1.468
Annals of nuclear medicine,Ann Nucl Med,8913398,1.467
Supramolecular chemistry,Supramol Chem,9886626,1.467
Research Evaluation,Res Eval,9884634,1.467
Journal of bionic engineering,J Bionic Eng,101284893,1.466
Health communication,Health Commun,8908762,1.464
Agronomy journal,Agron J,9882885,1.464
West European politics,West Eur Polit,100970146,1.464
Mathematics of computation,Math Comput,18430630R,1.464
Cardiovascular ultrasound,Cardiovasc Ultrasound,101159952,1.463
Journal of ophthalmology,J Ophthalmol,101524199,1.463
Journal of atmospheric and solar-terrestrial physics,J Atmos Sol Terr Phys,101690535,1.463
Journal of crystal growth,J Cryst Growth,100971389,1.462
Cellular reprogramming,Cell Reprogram,101528176,1.462
Instructional science,Instr Sci,9884054,1.462
Journal of mathematical imaging and vision,J Math Imaging Vis,101512096,1.461
Engineering with computers,Eng Comput,101511495,1.46
Journal of social and personal relationships,J Soc Pers Relat,8409448,1.459
Solid state communications,Solid State Commun,9876644,1.458
Medicinal chemistry,Med Chem (Los Angeles),101594335,1.458
Aquatic geochemistry,Aquat Geochem,101676955,1.458
Social psychology quarterly,Soc Psychol Q,7910380,1.457
Neuropsychiatry,Neuropsychiatry,19020190R,1.456
Neuropsychiatry,Neuropsychiatry (London),101558757,1.456
Science and engineering ethics,Sci Eng Ethics,9516228,1.454
Urolithiasis,Urolithiasis,101602699,1.454
Nuclear medicine communications,Nucl Med Commun,8201017,1.453
NeuroRehabilitation,NeuroRehabilitation,9113791,1.453
Pediatric cardiology,Pediatr Cardiol,8003849,1.452
Theoretical population biology,Theor Popul Biol,0256422,1.452
Luminescence : the journal of biological and chemical luminescence,Luminescence,100889025,1.452
Aerobiologia,Aerobiologia (Bologna),9890372,1.452
International journal of food sciences and nutrition,Int J Food Sci Nutr,9432922,1.451
"Dermatology (Basel, Switzerland)",Dermatology,9203244,1.449
Ergonomics,Ergonomics,0373220,1.449
Wave motion (North-Holland Publishing Company),Wave Motion,101470912,1.449
Arthropod-plant interactions,Arthropod Plant Interact,101494718,1.448
ACM transactions on sensor networks,ACM Trans Sens Netw,101610692,1.448
Land economics,Land Econ,9876244,1.447
Social politics,Soc Polit,101520948,1.447
International journal for numerical methods in fluids,Int J Numer Methods Fluids,101609152,1.447
NPJ primary care respiratory medicine,NPJ Prim Care Respir Med,101631999,1.447
The Knee,Knee,9430798,1.446
Journal of occupational health,J Occup Health,9616320,1.446
Current drug delivery,Curr Drug Deliv,101208455,1.446
Journal of applied clinical medical physics,J Appl Clin Med Phys,101089176,1.444
Revista iberoamericana de micologia,Rev Iberoam Micol,9425531,1.444
Chemistry & biodiversity,Chem Biodivers,101197449,1.444
Cognitive neuropsychology,Cogn Neuropsychol,8411889,1.444
Computational optimization and applications,Comput Optim Appl,101516189,1.444
Advances in cognitive psychology,Adv Cogn Psychol,101283299,1.444
Seminars in interventional radiology,Semin Intervent Radiol,8510974,1.444
Digital signal processing,Digit Signal Process,101529096,1.444
AIP advances,AIP Adv,101566109,1.444
Legal medicine,Leg Med,8003226,1.442
Fish physiology and biochemistry,Fish Physiol Biochem,100955049,1.442
Entomologia experimentalis et applicata,Entomol Exp Appl,0250101,1.442
Andrologia,Andrologia,0423506,1.441
European journal of orthodontics,Eur J Orthod,7909010,1.44
Journal of public economics,J Public Econ,101084660,1.44
Health care management science,Health Care Manag Sci,9815649,1.439
Journal of adolescent research,J Adolesc Res,8702551,1.439
Journal of molecular modeling,J Mol Model,9806569,1.438
Surface innovations,Surf Innov,101677264,1.438
Journal of aging studies,J Aging Stud,8916517,1.437
American journal of agricultural economics,Am J Agric Econ,101084948,1.436
Multidimensional systems and signal processing,Multidimens Syst Signal Process,101585492,1.436
"Technometrics : a journal of statistics for the physical, chemical, and engineering sciences",Technometrics,0404554,1.435
Dairy science & technology,Dairy Sci Technol,101472163,1.435
Journal of maps,J Maps,101595920,1.435
Journal of child neurology,J Child Neurol,8606714,1.434
Third world quarterly,Third World Q,101084672,1.434
Journal of family therapy,J Fam Ther,7908149,1.434
Visual cognition,Vis cogn,9442139,1.433
Chemical engineering communications,Chem Eng Commun,9876940,1.433
Biotechnology and applied biochemistry,Biotechnol Appl Biochem,8609465,1.429
Public opinion quarterly,Public Opin Q,19930130R,1.429
"Dyslexia (Chichester, England)",Dyslexia,9511375,1.429
Politics & society,Polit Soc,100969870,1.429
Microbiology and immunology,Microbiol Immunol,7703966,1.428
The Condor,Condor,0206433,1.427
Australian journal of chemistry,Aust J Chem,0370614,1.427
Journal of risk and uncertainty,J Risk Uncertain,101087652,1.426
Journal of European social policy,J Eur Soc Policy,101087768,1.426
Pathology international,Pathol Int,9431380,1.425
British journal of politics & international relations,Br J Polit Int Relat,101681502,1.423
Medecine et maladies infectieuses,Med Mal Infect,0311416,1.422
Journal of biosciences,J Biosci,8100809,1.419
Journal of ornithology,J Ornithol,101242761,1.419
Neurological research,Neurol Res,7905298,1.418
Youth & society,Youth Soc,0337752,1.418
Autonomous agents and multi-agent systems,Auton Agent Multi Agent Syst,101137288,1.417
Annals of global health,Ann Glob Health,101620864,1.417
Nutrition research and practice,Nutr Res Pract,101311052,1.416
International journal of dermatology,Int J Dermatol,0243704,1.415
Therapeutic hypothermia and temperature management,Ther Hypothermia Temp Manag,101543518,1.415
AIDS research and therapy,AIDS Res Ther,101237921,1.414
Phlebology,Phlebology,9012921,1.413
American journal of speech-language pathology,Am J Speech Lang Pathol,9114726,1.413
Journal of contemporary brachytherapy,J Contemp Brachytherapy,101506276,1.413
Connective tissue research,Connect Tissue Res,0365263,1.411
International journal of environmental analytical chemistry,Int J Environ Anal Chem,0331757,1.411
Annals of general psychiatry,Ann Gen Psychiatry,101236515,1.411
Neurology India,Neurol India,0042005,1.41
Journal of cutaneous pathology,J Cutan Pathol,0425124,1.409
Journal of loss prevention in the process industries,J Loss Prev Process Ind,101660977,1.409
Building simulation,Build Simul,101677932,1.409
Protein expression and purification,Protein Expr Purif,9101496,1.407
Asian journal of control,Asian J Control,101262633,1.407
International journal of social robotics,Int J Soc Robot,101622429,1.407
Wetlands ecology and management,Wetl Ecol Manag,101670527,1.407
Journal of digital imaging,J Digit Imaging,9100529,1.406
Seed science research,Seed Sci Res,101135366,1.406
Annals of operations research,Ann Oper Res,101608624,1.406
Child and adolescent mental health,Child Adolesc Ment Health,101142157,1.405
Advances in mathematics,Adv Math (N Y),101559840,1.405
Blood purification,Blood Purif,8402040,1.404
Electoral studies,Elect Stud,101094182,1.404
Australian occupational therapy journal,Aust Occup Ther J,15420200R,1.404
Qualitative health research,Qual Health Res,9202144,1.403
European neurology,Eur Neurol,0150760,1.403
Limnologica (Online),Limnologica,101263335,1.403
Geomicrobiology journal,Geomicrobiol J,9881131,1.402
Journal of electronic packaging,J Electron Packag,101629427,1.402
Atmospheric pollution research,Atmos Pollut Res,101554506,1.401
Obstetrics and gynecology clinics of North America,Obstet Gynecol Clin North Am,8709551,1.4
Journal of applied developmental psychology,J Appl Dev Psychol,8001905,1.4
IEEE transactions on visualization and computer graphics,IEEE Trans Vis Comput Graph,9891704,1.4
Mechanics research communications,Mech Res Commun,101513597,1.4
Personality and mental health,Personal Ment Health,101473502,1.4
Extremes,Extremes (Boston),101599170,1.4
IEEE internet computing,IEEE Internet Comput,9891911,1.4
Information processing & management,Inf Process Manag,9877091,1.397
International journal of impotence research,Int J Impot Res,9007383,1.396
Gerodontology,Gerodontology,8215850,1.396
Journal of biological physics,J Biol Phys,0417731,1.394
Mini-reviews in organic chemistry,Mini Rev Org Chem,101208431,1.394
Economic development and cultural change,Econ Dev Cult Change,0255122,1.392
Physical education and sport pedagogy,Phys Educ Sport Pedagogy,101656656,1.39
American journal of law & medicine,Am J Law Med,7509572,1.389
Multibody system dynamics,Multibody Syst Dyn,101149757,1.389
International journal of stress management,Int J Stress Manag,9421570,1.389
Asian American journal of psychology,Asian Am J Psychol,101518079,1.388
"Hematology (Amsterdam, Netherlands)",Hematology,9708388,1.385
Spatial statistics,Spat Stat,101612400,1.385
Hand clinics,Hand Clin,8510415,1.384
Journal of clinical nursing,J Clin Nurs,9207302,1.384
Criminal justice and behavior,Crim Justice Behav,0421304,1.383
Biomedical engineering online,Biomed Eng Online,101147518,1.382
Chinese journal of natural medicines,Chin J Nat Med,101504416,1.382
Social indicators research,Soc Indic Res,7501244,1.38
Journal of comparative economics,J Comp Econ,9878840,1.38
Sociologia ruralis,Sociol Ruralis,0130067,1.38
