JournalTitle,MedAbbr,NlmId,ImpactFactor
OncoTargets and therapy,Onco Targets Ther,101514322,1.653
Bio Systems,Biosystems,0430773,1.652
International journal for numerical methods in fluids,Int J Numer Methods Fluids,101609152,1.652
Journal of medical entomology,J Med Entomol,0375400,1.65
Applied optics,Appl Opt,0247660,1.65
Infant mental health journal,Infant Ment Health J,8007859,1.65
Learning and individual differences,Learn Individ Differ,101137100,1.65
Food and nutrition bulletin,Food Nutr Bull,7906418,1.648
Fish physiology and biochemistry,Fish Physiol Biochem,100955049,1.647
Industrial relations,Ind Relat (Berkeley),101569972,1.647
Dynamic games and applications,Dyn Games Appl,101679645,1.647
Geocarto international,Geocarto Int,101094824,1.646
Behavioral sciences & the law,Behav Sci Law,8404861,1.645
"Growth factors (Chur, Switzerland)",Growth Factors,9000468,1.644
Domestic animal endocrinology,Domest Anim Endocrinol,8505191,1.644
Flavour and fragrance journal,Flavour Fragr J,9882154,1.644
Australian dental journal,Aust Dent J,0370612,1.643
BMC medical informatics and decision making,BMC Med Inform Decis Mak,101088682,1.643
Journal of child language,J Child Lang,0425743,1.642
SAR and QSAR in environmental research,SAR QSAR Environ Res,9440156,1.642
Advances in life course research,Adv Life Course Res,100960029,1.642
Advances in chemical physics,Adv Chem Phys,0203704,1.642
Inorganic chemistry communications,Inorg Chem Commun,101284294,1.64
Gold bulletin,Gold Bull,100968340,1.638
IEEE transactions on autonomous mental development,IEEE Trans Auton Ment Dev,101541808,1.638
Atmospheric pollution research,Atmos Pollut Res,101554506,1.637
Cell journal,Cell J,101566618,1.636
Journal of the experimental analysis of behavior,J Exp Anal Behav,0203727,1.634
Molecular biotechnology,Mol Biotechnol,9423533,1.634
Frontiers of medicine,Front Med,101549428,1.634
Journal of obsessive-compulsive and related disorders,J Obsessive Compuls Relat Disord,101580381,1.634
Applied cognitive psychology,Appl Cogn Psychol,8712204,1.633
Journal of econometrics,J Econom,101085117,1.633
Journal of digestive diseases,J Dig Dis,101302699,1.632
International journal of stress management,Int J Stress Manag,9421570,1.632
Policing & society,Policing Soc,101633454,1.632
Journal of mammalogy,J Mammal,2985081R,1.63
Research in developmental disabilities,Res Dev Disabil,8709782,1.63
Crop science,Crop Sci,100955697,1.629
Euphytica: Netherlands journal of plant breeding,Euphytica,101091496,1.626
Aphasiology,Aphasiology,8708531,1.626
Intellectual and developmental disabilities,Intellect Dev Disabil,101299965,1.625
Scientia horticulturae,Sci Hortic (Amsterdam),9882883,1.624
European journal of orthodontics,Eur J Orthod,7909010,1.622
Veterinary dermatology,Vet Dermatol,9426187,1.622
Astrophysics and space science,Astrophys Space Sci,100971306,1.622
Chronic diseases and injuries in Canada,Chronic Dis Inj Can,101556266,1.621
Inverse problems,Inverse Probl,101189510,1.62
Croatian medical journal,Croat Med J,9424324,1.619
Zeitschrift fur Gastroenterologie,Z Gastroenterol,0033370,1.618
Journal of molecular spectroscopy,J Mol Spectrosc,2985089R,1.618
BMC medical ethics,BMC Med Ethics,101088680,1.618
General relativity and gravitation,Gen Relativ Gravit,101661565,1.618
Mycological progress,Mycol Prog,101136371,1.616
Infant behavior & development,Infant Behav Dev,7806016,1.616
Australian occupational therapy journal,Aust Occup Ther J,15420200R,1.616
Rehabilitation psychology,Rehabil Psychol,0365337,1.615
Plant ecology,Plant Ecol,101587173,1.615
Earth interactions,Earth Interact,101672703,1.615
Journal of health communication,J Health Commun,9604100,1.614
Agronomy journal,Agron J,9882885,1.614
Global public health,Glob Public Health,101256323,1.614
Quantitative economics,Quant Econom,101535952,1.614
Theoretical population biology,Theor Popul Biol,0256422,1.613
Current HIV research,Curr HIV Res,101156990,1.612
Urologia internationalis,Urol Int,0417373,1.611
Journal of pediatric urology,J Pediatr Urol,101233150,1.611
International journal of hematology,Int J Hematol,9111627,1.61
Annals of dyslexia,Ann Dyslexia,8406611,1.609
Critical care nurse,Crit Care Nurse,8207799,1.608
Youth & society,Youth Soc,0337752,1.608
Autonomous agents and multi-agent systems,Auton Agent Multi Agent Syst,101137288,1.606
Animal reproduction science,Anim Reprod Sci,7807205,1.605
Journal of health services research & policy,J Health Serv Res Policy,9604936,1.605
AIDS research and therapy,AIDS Res Ther,101237921,1.605
Psychopathology,Psychopathology,8401537,1.604
Judgment and decision making,Judgm Decis Mak,101513649,1.604
Biologicals : journal of the International Association of Biological Standardization,Biologicals,9004494,1.603
Anthropological quarterly,Anthropol Q,0245205,1.603
BMC palliative care,BMC Palliat Care,101088685,1.602
Environmental entomology,Environ Entomol,7502320,1.601
Archives of microbiology,Arch Microbiol,0410427,1.6
World journal of surgical oncology,World J Surg Oncol,101170544,1.6
Journal of mixed methods research,J Mix Methods Res,101304377,1.6
Probiotics and antimicrobial proteins,Probiotics Antimicrob Proteins,101484100,1.6
Crystallography reviews,Crystallogr Rev,101637353,1.6
"Dermatology (Basel, Switzerland)",Dermatology,9203244,1.598
Cardiovascular ultrasound,Cardiovasc Ultrasound,101159952,1.598
Child and adolescent mental health,Child Adolesc Ment Health,101142157,1.597
Ocean dynamics,Ocean Dyn,101659539,1.597
Annals of plastic surgery,Ann Plast Surg,7805336,1.596
Tissue antigens,Tissue Antigens,0331072,1.596
Reading research quarterly,Read Res Q,9881215,1.596
Journal of electronic packaging,J Electron Packag,101629427,1.596
Toxicology mechanisms and methods,Toxicol Mech Methods,101134521,1.595
Physical medicine and rehabilitation clinics of North America,Phys Med Rehabil Clin N Am,9102787,1.594
Brookings papers on economic activity,Brookings Pap Econ Act,101085698,1.593
Journal of European social policy,J Eur Soc Policy,101087768,1.593
Journal of manipulative and physiological therapeutics,J Manipulative Physiol Ther,7807107,1.592
Journal of paleontology,J Paleontol,100971397,1.591
Journal of dispersion science and technology,J Dispers Sci Technol,9878574,1.591
Hereditary cancer in clinical practice,Hered Cancer Clin Pract,101231179,1.59
Clinical and experimental dermatology,Clin Exp Dermatol,7606847,1.589
Thinking skills and creativity,Think Skills Creat,101627564,1.589
American journal of therapeutics,Am J Ther,9441347,1.588
Optics communications,Opt Commun,9876434,1.588
Journal of nonverbal behavior,J Nonverbal Behav,8003418,1.588
Journal of experimental education,J Exp Educ,0014051,1.588
Journal of ambient intelligence and humanized computing,J Ambient Intell Humaniz Comput,101538212,1.588
BMC ophthalmology,BMC Ophthalmol,100967802,1.586
Research on social work practice,Res Soc Work Pract,9425959,1.586
Annual review of resource economics,Annu Rev Resour Economics,101631757,1.583
Economic botany,Econ Bot,0007275,1.582
Structural chemistry,Struct Chem,101582397,1.582
Environmental & resource economics,Environ Resour Econ (Dordr),101620056,1.582
International journal of cosmetic science,Int J Cosmet Sci,8007161,1.581
Applied developmental science,Appl Dev Sci,9890994,1.581
Radio science,Radio Sci,9879367,1.581
American anthropologist,Am Anthropol,1275273,1.58
Solid-state electronics,Solid State Electron,101508534,1.58
Fisheries oceanography,Fish Oceanogr,9886080,1.578
Journal of perinatal medicine,J Perinat Med,0361031,1.577
CytoJournal,Cytojournal,101231642,1.577
BioData mining,BioData Min,101319161,1.577
Journal of inorganic and organometallic polymers and materials,J Inorg Organomet Polym Mater,101594048,1.577
Journal of pediatric and adolescent gynecology,J Pediatr Adolesc Gynecol,9610774,1.576
Letters in applied microbiology,Lett Appl Microbiol,8510094,1.575
Wave motion (North-Holland Publishing Company),Wave Motion,101470912,1.575
Journal of sol-gel science and technology,J Solgel Sci Technol,101607247,1.575
Journal of paediatrics and child health,J Paediatr Child Health,9005421,1.572
"Breast cancer (Tokyo, Japan)",Breast Cancer,100888201,1.572
BMC medical education,BMC Med Educ,101088679,1.572
BMC women's health,BMC Womens Health,101088690,1.572
Neuropediatrics,Neuropediatrics,8101187,1.571
Journal of the Air & Waste Management Association,J Air Waste Manage Assoc,9002202,1.57
Polycyclic aromatic compounds,Polycycl Aromat Compd,9200718,1.569
Mathematics of computation,Math Comput,18430630R,1.569
Facial plastic surgery clinics of North America,Facial Plast Surg Clin North Am,9414907,1.568
Phlebology,Phlebology,9012921,1.568
Homicide studies,Homicide Stud,100890634,1.568
Journal of family theory & review,J Fam Theory Rev,101515944,1.568
AIP advances,AIP Adv,101566109,1.568
Journal of mathematical biology,J Math Biol,7502105,1.566
Crystals,Crystals (Basel),101674010,1.566
Acta palaeontologica Polonica,Acta Palaeontol Pol,100971352,1.565
International urology and nephrology,Int Urol Nephrol,0262521,1.564
Journal of research in reading,J Res Read,101261873,1.564
Journal of South American earth sciences,J South Am Earth Sci,101668743,1.563
Bioethics,Bioethics,8704792,1.562
International journal of mineral processing,Int J Miner Process,101690496,1.561
Theoretical criminology,Theor Criminol,101697590,1.561
International journal of dermatology,Int J Dermatol,0243704,1.56
Revista portuguesa de pneumologia,Rev Port Pneumol,9813736,1.56
Revista portuguesa de pneumologia,Rev Port Pneumol (2006),101655511,1.56
Critical reviews in eukaryotic gene expression,Crit Rev Eukaryot Gene Expr,9007261,1.559
Optimal control applications & methods,Optim Control Appl Methods,101537768,1.558
Psychiatric genetics,Psychiatr Genet,9106748,1.557
Journal of coatings technology and research,J Coat Technol Res,101658369,1.557
Journal of public health policy,J Public Health Policy,8006508,1.556
Historical biology,Hist Biol,9426321,1.556
International journal of clinical pharmacy,Int J Clin Pharm,101554912,1.555
Robotica,Robotica,101204399,1.554
Solid state communications,Solid State Commun,9876644,1.554
Welding journal,Weld J,101672513,1.553
Journal of wildlife diseases,J Wildl Dis,0244160,1.552
Lymphatic research and biology,Lymphat Res Biol,101163587,1.551
Diseases of aquatic organisms,Dis Aquat Organ,8807037,1.549
Biological research for nursing,Biol Res Nurs,9815758,1.549
Human communication research,Hum Commun Res,7600097,1.549
Educational and psychological measurement,Educ Psychol Meas,0372767,1.548
Arthropod structure & development,Arthropod Struct Dev,100972232,1.546
Plasmid,Plasmid,7802221,1.545
Journal of orthopaedic surgery and research,J Orthop Surg Res,101265112,1.545
Bioscience trends,Biosci Trends,101502754,1.545
Psychological services,Psychol Serv,101214316,1.544
Biochemical genetics,Biochem Genet,0126611,1.543
Journal of microencapsulation,J Microencapsul,8500513,1.543
"Technometrics : a journal of statistics for the physical, chemical, and engineering sciences",Technometrics,0404554,1.543
Telecommunication systems,Telecommun Syst,101619670,1.542
European journal of oral sciences,Eur J Oral Sci,9504563,1.54
Journal of sensory studies,J Sens Stud,9881704,1.54
Social & cultural geography,Soc Cult Geogr,101588623,1.539
Public health,Public Health,0376507,1.538
Journal of public economics,J Public Econ,101084660,1.538
Child and adolescent psychiatry and mental health,Child Adolesc Psychiatry Ment Health,101297974,1.538
Yonsei medical journal,Yonsei Med J,0414003,1.537
Congenital anomalies,Congenit Anom (Kyoto),9306292,1.537
Brain tumor pathology,Brain Tumor Pathol,9716507,1.536
Acta astronautica,Acta Astronaut,9890631,1.536
Antiquity,Antiquity,100966116,1.536
Blood purification,Blood Purif,8402040,1.535
Society & natural resources,Soc Nat Resour,101086555,1.534
Annales zoologici Fennici,Ann Zool Fennici,9890082,1.533
International journal of paediatric dentistry,Int J Paediatr Dent,9107511,1.532
Clinical neuropathology,Clin Neuropathol,8214420,1.532
Laboratory animals,Lab Anim,0112725,1.532
Environmetrics,Environmetrics,100968246,1.532
Calculus of variations and partial differential equations,Calc Var Partial Differ Equ,101528586,1.532
Zeitschrift fur medizinische Physik,Z Med Phys,100886455,1.531
Archives of insect biochemistry and physiology,Arch Insect Biochem Physiol,8501752,1.53
Multimedia tools and applications,Multimed Tools Appl,101555932,1.53
Vacuum,Vacuum,21440110R,1.53
Journal of medical ethics,J Med Ethics,7513619,1.529
Applied spectroscopy,Appl Spectrosc,0372406,1.529
Annals of thoracic medicine,Ann Thorac Med,101280721,1.529
EURASIP journal on wireless communications and networking,EURASIP J Wirel Commun Netw,101637335,1.529
Microscopy : the journal of the Quekett Microscopical Club,Microscopy,100968773,1.528
Journal of empirical legal studies,J Empir Leg Stud,101519921,1.528
Asian American journal of psychology,Asian Am J Psychol,101518079,1.528
Journal of social and clinical psychology,J Soc Clin Psychol,8309652,1.527
Telecommunications policy,Telecomm Policy,9879423,1.526
Displays,Displays,101165251,1.526
Journal of computational electronics,J Comput Electron,101263242,1.526
Journal of world prehistory,J World Prehist,101681770,1.526
BMC anesthesiology,BMC Anesthesiol,100968535,1.525
Journal of neurosurgical sciences,J Neurosurg Sci,0432557,1.522
Folia microbiologica,Folia Microbiol (Praha),0376757,1.521
Journal of clinical laboratory analysis,J Clin Lab Anal,8801384,1.521
IEEE internet computing,IEEE Internet Comput,9891911,1.521
Physics and chemistry of minerals,Phys Chem Miner,101662894,1.521
Brain & development,Brain Dev,7909235,1.52
Computational optimization and applications,Comput Optim Appl,101516189,1.52
Japanese journal of ophthalmology,Jpn J Ophthalmol,0044652,1.519
Journal of fish biology,J Fish Biol,0214055,1.519
Feminist review,Fem Rev,101085295,1.519
International nursing review,Int Nurs Rev,7808754,1.517
Financial management,Financ Manage,9877773,1.517
Journal of electrocardiology,J Electrocardiol,0153605,1.514
New Zealand veterinary journal,N Z Vet J,0021406,1.514
Genetic programming and evolvable machines,Genet Program Evolvable Mach,101677188,1.514
ANZ journal of surgery,ANZ J Surg,101086634,1.513
Current opinion in otolaryngology & head and neck surgery,Curr Opin Otolaryngol Head Neck Surg,9417024,1.513
Reproductive biology,Reprod Biol,101160559,1.513
Scandinavian journal of urology,Scand J Urol,101587186,1.513
Housing studies,Hous Stud,101613454,1.513
Health and human rights,Health Hum Rights,9502498,1.51
International journal of consumer studies,Int J Consum Stud,101289797,1.51
Luminescence : the journal of biological and chemical luminescence,Luminescence,100889025,1.509
Chinese medicine,Chin Med,101265109,1.508
Wetlands ecology and management,Wetl Ecol Manag,101670527,1.508
Photosynthetica,Photosynthetica,0260622,1.507
Transactions of the American Fisheries Society,Trans Am Fish Soc,7506101,1.502
Aquatic ecology,Aquat Ecol,100955497,1.5
Ethics and information technology,Ethics Inf Technol,101248311,1.5
Research in autism spectrum disorders,Res Autism Spectr Disord,101300021,1.5
Journal of field ornithology,J Field Ornithol,101471463,1.5
International journal on Semantic Web and information systems,Int J Semant Web Inf Syst,101480212,1.5
Journal of nutrigenetics and nutrigenomics,J Nutrigenet Nutrigenomics,101299758,1.5
Research in higher education,Res High Educ,101577947,1.5
Applied clinical informatics,Appl Clin Inform,101537732,1.496
Journal of contemporary brachytherapy,J Contemp Brachytherapy,101506276,1.496
NeuroRehabilitation,NeuroRehabilitation,9113791,1.495
Earth science informatics,Earth Sci Inform,101620055,1.495
Journal of learning disabilities,J Learn Disabil,0157312,1.494
Physical biology,Phys Biol,101197454,1.494
Journal of composite materials,J Compos Mater,101511413,1.494
Journal of laser applications,J Laser Appl,9208015,1.492
Nursing in critical care,Nurs Crit Care,9808649,1.492
Applications in plant sciences,Appl Plant Sci,101590473,1.492
Neuropsychobiology,Neuropsychobiology,7512895,1.491
Annals of surgical treatment and research,Ann Surg Treat Res,101622895,1.491
Journal of musculoskeletal & neuronal interactions,J Musculoskelet Neuronal Interact,101084496,1.489
Reading and writing,Read Writ,9001482,1.489
Health communication,Health Commun,8908762,1.487
Atmosphere,Atmosphere (Basel),101562250,1.487
Geomicrobiology journal,Geomicrobiol J,9881131,1.485
International journal of environmental health research,Int J Environ Health Res,9106628,1.485
Journal of computational neuroscience,J Comput Neurosci,9439510,1.483
Journal of nanoscience and nanotechnology,J Nanosci Nanotechnol,101088195,1.483
Acta protozoologica,Acta Protozool,7501062,1.481
BMC biochemistry,BMC Biochem,101084098,1.481
BMC oral health,BMC Oral Health,101088684,1.481
Economic modelling,Econ Model,101085827,1.481
Qualitative research in psychology,Qual Res Psychol,101197452,1.481
Obstetrical & gynecological survey,Obstet Gynecol Surv,0401007,1.479
American journal of health behavior,Am J Health Behav,9602338,1.479
Molecular imaging,Mol Imaging,101120118,1.479
European journal of plant pathology,Eur J Plant Pathol,100955210,1.478
Oral and maxillofacial surgery clinics of North America,Oral Maxillofac Surg Clin North Am,9001454,1.478
Feminist economics,Fem Econ,101092973,1.476
Chinese sociological review,Chin Sociol Rev,101596693,1.476
Clinics in sports medicine,Clin Sports Med,8112473,1.475
Immunopharmacology and immunotoxicology,Immunopharmacol Immunotoxicol,8800150,1.475
Chemosensory perception,Chemosens Percept,101467007,1.474
Acta veterinaria Scandinavica,Acta Vet Scand,0370400,1.472
Nuclear medicine communications,Nucl Med Commun,8201017,1.472
Annals of dermatology,Ann Dermatol,8916577,1.472
Fire technology,Fire Technol,9877775,1.471
Language and speech,Lang Speech,2985214R,1.471
Frontiers of materials science,Front Mater Sci,101564238,1.471
Journal of bone oncology,J Bone Oncol,101610292,1.471
Archaeometry,Archaeometry,101588960,1.47
Journal of biological regulators and homeostatic agents,J Biol Regul Homeost Agents,8809253,1.469
Comparative politics,Comp Polit,100967244,1.469
International journal of electrochemical science,Int J Electrochem Sci,101682385,1.469
Journal of ornithology,J Ornithol,101242761,1.468
Romanian reports in physics,Rom Rep Phys,101650194,1.467
Pathology international,Pathol Int,9431380,1.465
Pediatric radiology,Pediatr Radiol,0365332,1.465
Cryogenics,Cryogenics (Guildf),0356503,1.465
Bayesian analysis,Bayesian Anal,101307045,1.464
Southern California law review,South Calif Law Rev,100970530,1.463
IET nanobiotechnology,IET Nanobiotechnol,101303205,1.463
Canadian journal of microbiology,Can J Microbiol,0372707,1.462
EXCLI journal,EXCLI J,101299402,1.462
Physiological research,Physiol Res,9112413,1.461
Antarctic science,Antarct Sci,100955511,1.461
Journal of fluorescence,J Fluoresc,9201341,1.461
International journal of qualitative studies on health and well-being,Int J Qual Stud Health Well-being,101256506,1.461
Journal of Korean medical science,J Korean Med Sci,8703518,1.459
Andrologia,Andrologia,0423506,1.458
Journal of social policy,J Soc Policy,7806597,1.458
Police quarterly,Police Q,101686341,1.457
Economics of education review,Econ Educ Rev,101087557,1.456
Behavior modification,Behav Modif,7803043,1.455
American journal of perinatology,Am J Perinatol,8405212,1.455
Molecular cytogenetics,Mol Cytogenet,101317942,1.455
Botanical studies,Bot Stud,101321928,1.452
Clinical neuropharmacology,Clin Neuropharmacol,7607910,1.451
Journal of surfactants and detergents,J Surfactants Deterg,101527053,1.45
Biometrika,Biometrika,0413661,1.448
Journal of wound care,J Wound Care,9417080,1.446
Magnetic resonance imaging clinics of North America,Magn Reson Imaging Clin N Am,9422762,1.446
Journal of dual diagnosis,J Dual Diagn,101197457,1.446
International journal of food sciences and nutrition,Int J Food Sci Nutr,9432922,1.444
Cognitive development,Cogn Dev,8611882,1.444
Society and mental health,Soc Ment Health,101564764,1.444
Pharmacology,Pharmacology,0152016,1.442
Radiation measurements,Radiat Meas,9890953,1.442
Global health promotion,Glob Health Promot,101497462,1.442
Arthropod-plant interactions,Arthropod Plant Interact,101494718,1.441
Chemistry & biodiversity,Chem Biodivers,101197449,1.44
Journal of youth studies,J Youth Stud,101536941,1.44
Small group research,Small Group Res,9103593,1.44
Allergologia et immunopathologia,Allergol Immunopathol (Madr),0370073,1.439
Journal of infection and public health,J Infect Public Health,101487384,1.439
International gambling studies,Int Gambl Stud,101549448,1.439
Journal of basic microbiology,J Basic Microbiol,8503885,1.438
Scandinavian journal of caring sciences,Scand J Caring Sci,8804206,1.438
IEEE instrumentation & measurement magazine,IEEE Instrum Meas Mag,100971531,1.438
Nanotechnology reviews,Nanotechnol Rev,101659469,1.438
Women & health,Women Health,7608076,1.437
Psychosomatics,Psychosomatics,0376506,1.436
International journal of computerized dentistry,Int J Comput Dent,100891504,1.436
Biology of sport,Biol Sport,8700872,1.436
Complementary therapies in clinical practice,Complement Ther Clin Pract,101225531,1.436
Cybernetics and systems,Cybern Syst,101537856,1.434
Journal of adolescent research,J Adolesc Res,8702551,1.433
Journal of applied biomedicine,J Appl Biomed,101221755,1.433
Viral immunology,Viral Immunol,8801552,1.432
Virus genes,Virus Genes,8803967,1.431
Journal of adolescent and young adult oncology,J Adolesc Young Adult Oncol,101543508,1.431
Limnologica (Online),Limnologica,101263335,1.427
Family relations,Fam Relat,8002717,1.426
Environmental engineering science,Environ Eng Sci,9891639,1.426
Transactions of the American mathematical society,Trans Am Math Soc,101599173,1.426
Geochronometria,Geochronometria,101666004,1.426
Journal of molecular modeling,J Mol Model,9806569,1.425
Journal of social and personal relationships,J Soc Pers Relat,8409448,1.425
Communications in mathematical sciences,Commun Math Sci,101540871,1.425
Iranian journal of basic medical sciences,Iran J Basic Med Sci,101517966,1.424
Violence against women,Violence Against Women,9506308,1.423
British journal of politics & international relations,Br J Polit Int Relat,101681502,1.423
Journal of biosciences,J Biosci,8100809,1.422
Development genes and evolution,Dev Genes Evol,9613264,1.422
BMC surgery,BMC Surg,100968567,1.422
Infectious agents and cancer,Infect Agent Cancer,101276559,1.422
Plant biotechnology reports,Plant Biotechnol Rep,101501730,1.422
Asian journal of control,Asian J Control,101262633,1.421
Journal of helminthology,J Helminthol,2985115R,1.42
Journal of chemical education,J Chem Educ,2985122R,1.419
Health care management science,Health Care Manag Sci,9815649,1.419
Criminology & public policy,Criminol Public Policy,101135701,1.419
Phytochemistry letters,Phytochem Lett,101513432,1.418
Journal of food protection,J Food Prot,7703944,1.417
Acta ethologica,Acta Ethol,101227779,1.417
Gynecologic and obstetric investigation,Gynecol Obstet Invest,7900587,1.415
International journal of industrial ergonomics,Int J Ind Ergon,8703510,1.415
European journal of medical research,Eur J Med Res,9517857,1.414
Cooperation and conflict,Coop Confl,101092722,1.414
Biotechnology and applied biochemistry,Biotechnol Appl Biochem,8609465,1.413
Journal of sport rehabilitation,J Sport Rehabil,9206500,1.413
Journal of addictive diseases,J Addict Dis,9107051,1.412
Bulletin of environmental contamination and toxicology,Bull Environ Contam Toxicol,0046021,1.412
Interacting with computers,Interact Comput,100971603,1.41
ACM transactions on reconfigurable technology and systems,ACM Trans Reconfigurable Technol Syst,101481556,1.409
Endocrine research,Endocr Res,8408548,1.408
Journal of digital imaging,J Digit Imaging,9100529,1.407
Nordic journal of psychiatry,Nord J Psychiatry,100927567,1.406
Psychiatry investigation,Psychiatry Investig,101242994,1.406
Minerva,Minerva,8005029,1.405
Annals of general psychiatry,Ann Gen Psychiatry,101236515,1.405
Journal of foot and ankle research,J Foot Ankle Res,101471610,1.405
Second language research,Second Lang Res,101617035,1.405
Macromolecular research,Macromol Res,101552479,1.405
Molecular and cellular probes,Mol Cell Probes,8709751,1.403
Journal of neurolinguistics,J Neurolinguistics,8905293,1.403
Chromatographia,Chromatographia,0316520,1.402
European journal of drug metabolism and pharmacokinetics,Eur J Drug Metab Pharmacokinet,7608491,1.4
Tropical plant biology,Trop Plant Biol,101475314,1.4
Journal of applied sport psychology,J Appl Sport Psychol,9012267,1.4
Journal of anesthesia,J Anesth,8905667,1.399
"Collegian (Royal College of Nursing, Australia)",Collegian,9612493,1.398
Ethology : formerly Zeitschrift fur Tierpsychologie,Ethology,8605782,1.398
Annals of nuclear medicine,Ann Nucl Med,8913398,1.396
International journal of social research methodology,Int J Soc Res Methodol,100888581,1.396
Neuroreport,Neuroreport,9100935,1.395
Behaviour,Behaviour,15440560R,1.394
Experimental lung research,Exp Lung Res,8004944,1.394
Journal of computer assisted tomography,J Comput Assist Tomogr,7703942,1.394
Aging clinical and experimental research,Aging Clin Exp Res,101132995,1.394
Psychology of music,Psychol Music,101619319,1.394
Child & family social work,Child Fam Soc Work,100894081,1.394
Geodiversitas,Geodiversitas,101700487,1.394
Personality and mental health,Personal Ment Health,101473502,1.393
Neurosurgery clinics of North America,Neurosurg Clin N Am,9008004,1.392
Food and agricultural immunology,Food Agric Immunol,8918113,1.392
Advances in child development and behavior,Adv Child Dev Behav,0370417,1.391
Plant biosystems,Plant Biosyst,100955491,1.39
"Dyslexia (Chichester, England)",Dyslexia,9511375,1.39
Oncology letters,Oncol Lett,101531236,1.39
Folia histochemica et cytobiologica,Folia Histochem Cytobiol,8502651,1.389
Primary care,Prim Care,0430463,1.389
European review of social psychology,Eur Rev Soc Psychol,9885968,1.389
Journal of community health,J Community Health,7600747,1.388
Behaviour & information technology,Behav Inf Technol,9879927,1.388
Public opinion quarterly,Public Opin Q,19930130R,1.386
Isotopes in environmental and health studies,Isotopes Environ Health Stud,9602611,1.386
Journal of child and family studies,J Child Fam Stud,9214438,1.386
International journal of chemical kinetics,Int J Chem Kinet,0322311,1.386
Japanese journal of applied physics,Jpn J Appl Phys,9876177,1.384
Minerva endocrinologica,Minerva Endocrinol,8406505,1.383
Journal of biomaterials and tissue engineering,J Biomater Tissue Eng,101591609,1.383
IEEE security & privacy,IEEE Secur Priv,101212343,1.382
Smart structures and systems,Smart Struct Syst,101574227,1.382
Clinical neurology and neurosurgery,Clin Neurol Neurosurg,7502039,1.381
Population,Population (Paris),0224156,1.381
Informatics for health & social care,Inform Health Soc Care,101475011,1.381
Primary care diabetes,Prim Care Diabetes,101463825,1.381
Population,Population (Engl Ed),101321624,1.381
Cleveland Clinic journal of medicine,Cleve Clin J Med,8703441,1.38
Electoral studies,Elect Stud,101094182,1.379
Journal of child neurology,J Child Neurol,8606714,1.378
Journal of public health dentistry,J Public Health Dent,0014207,1.378
Toxicology and industrial health,Toxicol Ind Health,8602702,1.378
International journal of cognitive therapy,Int J Cogn Ther,101309453,1.378
Journal of mathematical psychology,J Math Psychol,2985082R,1.377
Livestock science,Livest Sci,101525137,1.377
Neurological research,Neurol Res,7905298,1.376
"Quest (Grand Rapids, Mich.)",Quest,100971523,1.375
International journal of optomechatronics,Int J Optomechatronics,101304376,1.375
Spatial economic analysis,Spat Econ Anal,101673147,1.375
Experimental animals,Exp Anim,9604830,1.374
Seminars in musculoskeletal radiology,Semin Musculoskelet Radiol,9717520,1.374
International journal of bilingual education and bilingualism,Int J Biling Educ Biling,101512704,1.373
Advances in mathematics,Adv Math (N Y),101559840,1.373
Nurse educator,Nurse Educ,7701902,1.372
Visual cognition,Vis cogn,9442139,1.372
Clinical pediatrics,Clin Pediatr (Phila),0372606,1.371
Sociology of religion,Sociol Relig,100973387,1.37
Journal of food process engineering,J Food Process Eng,101148874,1.37
Head & face medicine,Head Face Med,101245792,1.37
Journal of homosexuality,J Homosex,7502386,1.369
Fordham law review,Fordham Law Rev,9891707,1.369
Sports medicine and arthroscopy review,Sports Med Arthrosc,9315689,1.368
Annual review of linguistics,Annu Rev Linguist,101697282,1.368
ACM journal on emerging technologies in computing systems,ACM J Emerg Technol Comput Syst,101597642,1.367
Topics in early childhood special education,Topics Early Child Spec Educ,8802400,1.366
Multidimensional systems and signal processing,Multidimens Syst Signal Process,101585492,1.365
Physiological entomology,Physiol Entomol,7610589,1.364
Acta physiologiae plantarum,Acta Physiol Plant,101148937,1.364
Advances in medical sciences,Adv Med Sci,101276222,1.364
Computer aided geometric design,Comput Aided Geom Des,101511481,1.364
Evaluation,Evaluation,0415527,1.362
International dental journal,Int Dent J,0374714,1.362
Journal of ethnic and migration studies,J Ethn Migr Stud,101085207,1.362
Parallel computing,Parallel Comput,101469721,1.362
International journal of forensic mental health,Int J Forensic Ment Health,101155398,1.362
Israel journal of health policy research,Isr J Health Policy Res,101584158,1.362
Preparative biochemistry & biotechnology,Prep Biochem Biotechnol,9607037,1.361
3 Biotech,3 Biotech,101565857,1.361
Applied economic perspectives and policy,Appl Econ Perspect Policy,101635420,1.361
Acta histochemica,Acta Histochem,0370320,1.36
Cardiology clinics,Cardiol Clin,8300331,1.36
Emergency medicine clinics of North America,Emerg Med Clin North Am,8219565,1.36
International journal of dental hygiene,Int J Dent Hyg,101168070,1.358
Current legal problems,Curr Leg Probl,100973062,1.357
Advances in cognitive psychology,Adv Cogn Psychol,101283299,1.357
Journal of computational and applied mathematics,J Comput Appl Math,101538565,1.357
Journal of computing and information science in engineering,J Comput Inf Sci Eng,101629425,1.357
Cytogenetic and genome research,Cytogenet Genome Res,101142708,1.354
Disaster medicine and public health preparedness,Disaster Med Public Health Prep,101297401,1.354
